local_authority,district,constituency,ward ,polling_station,facility,dabengwa_zapu,mugabe_zanu_pf,mukwazhe_zdp,ncube_mdc,tsvangirai_mdc_t,rejected,unaccounted_for,votes_cast,valid_votes
Masvingo Municipality,Masvingo,Masvingo Urban,6,Hillside Business  Centre (t,tent,2,219,2,10,318,9,0,560,551
Masvingo Municipality,Masvingo,Masvingo Urban,6,Runyararo Clinic,clinic,0,257,0,6,180,4,0,447,443
Masvingo Municipality,Masvingo,Masvingo Urban,6,Vurombo Primary School (,School,1,176,0,5,251,4,0,437,433
Masvingo Municipality,Masvingo,Masvingo Urban,6,Vurombo Primary School (,School,0,208,0,2,240,6,0,456,450
Masvingo Municipality,Masvingo,Masvingo Urban,6,Vurombo Primary School (,School,1,180,0,3,225,6,0,415,409
Masvingo Municipality,Masvingo,Masvingo Urban,7,Rujeko Adiministration Bl,chall,2,268,0,10,437,14,0,731,717
Masvingo Municipality,Masvingo,Masvingo Urban,7,Rujeko Primary School (A),School,1,373,1,8,459,17,0,859,842
Masvingo Municipality,Masvingo,Masvingo Urban,7,Rujeko Primary School (B),School,0,275,0,10,425,13,0,723,710
Masvingo Municipality,Masvingo,Masvingo Urban,7,Shakashe Primary School (,School,1,216,0,9,398,13,0,637,624
Masvingo Municipality,Masvingo,Masvingo Urban,7,Shakashe Primary School (,School,1,230,0,7,341,6,0,585,579
Masvingo Municipality,Masvingo,Masvingo Urban,8,Civic Centre (A),hall,0,91,0,2,149,2,0,244,242
Masvingo Municipality,Masvingo,Masvingo Urban,8,Civic Centre (B),hall,0,122,0,3,163,3,0,291,288
Masvingo Municipality,Masvingo,Masvingo Urban,8,Cloverly Bus Stop (tent),tent,0,58,0,2,69,2,0,131,129
Masvingo Municipality,Masvingo,Masvingo Urban,8,Show Ground (Hall),hall,0,113,0,0,52,4,0,169,165
Masvingo Municipality,Masvingo,Masvingo Urban,9,Victoria High School (A),School,0,308,0,3,265,5,0,581,576
Masvingo Municipality,Masvingo,Masvingo Urban,9,Victoria High School (B),School,3,247,1,11,320,6,0,588,582
Masvingo Municipality,Masvingo,Masvingo Urban,9,Victoria Primary School,School,0,160,0,2,332,1,0,495,494
Masvingo Municipality,Masvingo,Masvingo Urban,10,2 KM Peg along  Mutare R,tent,1,813,0,2,72,20,0,908,888
Masvingo Municipality,Masvingo,Masvingo Urban,10,Helen McGhie Primary Sch,School,0,935,0,5,385,28,0,1353,1325
Masvingo Municipality,Masvingo,Masvingo Urban,10,Kyle College (tent),tent,1,701,2,1,57,23,0,785,762
Masvingo Municipality,Masvingo,Masvingo Urban,10,Muchecheni (Morningside),tent,1,355,1,2,241,2,0,602,600
Masvingo RDC,Masvingo,Masvingo Central,15,Daitai Primary School,School,1,145,1,9,40,2,0,198,196
Masvingo RDC,Masvingo,Masvingo Central,15,Daitai Secondary School,School,1,90,0,8,48,3,0,150,147
Masvingo RDC,Masvingo,Masvingo Central,15,Dikitiki Business Centre (te,tent,0,77,2,5,76,4,0,164,160
Masvingo RDC,Masvingo,Masvingo Central,15,Mashenjere Clinic,clinic,6,267,2,11,107,16,0,409,393
Masvingo RDC,Masvingo,Masvingo Central,15,Mutya Primary School,School,0,136,0,8,63,9,0,216,207
Masvingo RDC,Masvingo,Masvingo Central,15,Uzeze Primary School,School,3,149,0,11,83,9,0,255,246
Masvingo RDC,Masvingo,Masvingo Central,16,Chandipwisa Primary Scho,School,4,68,3,15,96,5,0,191,186
Masvingo RDC,Masvingo,Masvingo Central,16,Chatikobo Primary School,School,5,149,4,17,92,9,0,276,267
Masvingo RDC,Masvingo,Masvingo Central,16,Makoni Secondary School,School,5,91,2,6,77,15,0,196,181
Masvingo RDC,Masvingo,Masvingo Central,16,Mazanhi Primary School,School,1,84,0,12,80,6,0,183,177
Masvingo RDC,Masvingo,Masvingo Central,16,Muchemwa Primary Schoo,School,2,104,0,15,103,26,0,250,224
Masvingo RDC,Masvingo,Masvingo Central,16,Mutusva Primary School,School,3,111,3,27,182,19,0,345,326
Masvingo RDC,Masvingo,Masvingo Central,16,Shonganiso Primary School,School,8,197,1,6,108,3,0,323,320
Masvingo RDC,Masvingo,Masvingo Central,17,Machitenda Primary Schoo,School,2,497,1,31,245,12,0,788,776
Masvingo RDC,Masvingo,Masvingo Central,17,Mapakomhere Sec School,School,0,121,0,3,61,3,0,188,185
Masvingo RDC,Masvingo,Masvingo Central,17,Muchakata Business Centr,hall,3,149,0,6,110,0,0,268,268
Masvingo RDC,Masvingo,Masvingo Central,17,Murambwi Primary School,School,4,233,2,7,130,8,0,384,376
Masvingo RDC,Masvingo,Masvingo Central,17,Tadzembwa Primary Schoo,School,2,131,0,3,30,4,0,170,166
Masvingo RDC,Masvingo,Masvingo Central,18,Chamakondo Clinic,clinic,2,188,1,6,58,1,0,256,255
Masvingo RDC,Masvingo,Masvingo Central,18,Chekai Secondary School,School,1,213,3,19,147,10,0,393,383
Masvingo RDC,Masvingo,Masvingo Central,18,Chikava Primary School,School,4,285,3,12,83,11,0,398,387
Masvingo RDC,Masvingo,Masvingo Central,18,Matsikidze Primary School,School,0,225,3,7,83,11,0,329,318
Masvingo RDC,Masvingo,Masvingo Central,18,Muchakata Sub Office,sub office,2,278,2,5,92,21,0,400,379
Masvingo RDC,Masvingo,Masvingo Central,18,Njovo Primary School,School,3,176,0,4,48,27,0,258,231
Masvingo RDC,Masvingo,Masvingo Central,19,Makasi Primary School,School,2,183,2,9,111,3,0,310,307
Masvingo RDC,Masvingo,Masvingo Central,19,Mapanzure Secondary Sch,School,0,246,0,13,174,20,0,453,433
Masvingo RDC,Masvingo,Masvingo Central,19,Muchenugwa Primary Sch,School,6,245,1,7,118,16,0,393,377
Masvingo RDC,Masvingo,Masvingo Central,20,Gozho Primary School,School,0,138,0,8,106,6,0,258,252
Masvingo RDC,Masvingo,Masvingo Central,20,Mazorodze Primary School,School,3,325,0,4,45,7,0,384,377
Masvingo RDC,Masvingo,Masvingo Central,20,Musingarabwi Primary Sch,School,3,387,3,26,146,16,0,581,565
Masvingo RDC,Masvingo,Masvingo Central,20,Shumbayaonda Primary Sc,School,4,79,0,12,72,5,0,172,167
Masvingo RDC,Masvingo,Masvingo Central,22,Chehuku Primary School,School,12,337,5,5,18,46,0,423,377
Masvingo RDC,Masvingo,Masvingo Central,22,Gunikuni Primary School,School,3,408,0,14,132,7,0,564,557
Masvingo RDC,Masvingo,Masvingo Central,22,Gunikuni Secondary Schoo,School,3,295,2,8,75,4,0,387,383
Masvingo RDC,Masvingo,Masvingo Central,22,Gwatuta Primary School,School,5,561,0,8,49,5,0,628,623
Masvingo RDC,Masvingo,Masvingo Central,31,Makoho Primary School,School,1,94,0,4,24,0,0,123,123
Masvingo RDC,Masvingo,Masvingo Central,31,Makungubwe Primary Sch,School,2,67,0,0,28,1,0,98,97
Masvingo RDC,Masvingo,Masvingo Central,31,Mandere Primary School,School,0,47,0,6,45,1,0,99,98
Masvingo RDC,Masvingo,Masvingo Central,31,Mandini Primary School,School,0,92,0,4,83,0,0,179,179
Masvingo RDC,Masvingo,Masvingo Central,31,Masarasara Primary School,School,1,133,0,2,52,3,0,191,188
Masvingo RDC,Masvingo,Masvingo Central,31,Nyadzamba Primary Schoo,School,0,71,0,0,64,4,0,139,135
Masvingo RDC,Masvingo,Masvingo Central,34,Gwamanjoma Primary Sch,School,13,813,3,12,105,23,0,969,946
Masvingo RDC,Masvingo,Masvingo Central,34,Rarangwe Primary School (,School,4,380,0,6,65,26,0,481,455
Masvingo RDC,Masvingo,Masvingo Central,34,Rarangwe Primary School (,School,4,241,1,2,27,2,0,277,275
Masvingo RDC,Masvingo,Masvingo North,1,Bawa Primary School,School,1,117,0,4,69,9,0,200,191
Masvingo RDC,Masvingo,Masvingo North,1,Chinyan'anya Primary Sch,School,5,143,1,10,50,8,0,217,209
Masvingo RDC,Masvingo,Masvingo North,1,Chivasa Primary School,School,3,36,1,9,41,0,0,90,90
Masvingo RDC,Masvingo,Masvingo North,1,Chiwenga Primary School,School,0,70,0,6,94,11,0,181,170
Masvingo RDC,Masvingo,Masvingo North,1,Gurajena Primary School,School,0,144,2,14,149,6,0,315,309
Masvingo RDC,Masvingo,Masvingo North,1,Matsokoto Primary School,School,0,40,1,6,39,1,0,87,86
Masvingo RDC,Masvingo,Masvingo North,1,Mutonhodza Primary Scho,School,0,118,0,9,58,1,0,186,185
Masvingo RDC,Masvingo,Masvingo North,1,Nemarundwi Primary Scho,School,1,93,2,14,103,6,0,219,213
Masvingo RDC,Masvingo,Masvingo North,1,Verlos Resettlement (tent),tent,0,45,1,1,15,2,0,64,62
Masvingo RDC,Masvingo,Masvingo North,2,Chikato Primary School,School,0,103,1,6,57,6,0,173,167
Masvingo RDC,Masvingo,Masvingo North,2,Mahoto Primary School,School,0,135,2,15,133,0,0,285,285
Masvingo RDC,Masvingo,Masvingo North,2,Makomba Secondary Scho,School,2,144,1,14,155,9,0,325,316
Masvingo RDC,Masvingo,Masvingo North,2,Maraire Primary School,School,0,161,1,8,115,3,0,288,285
Masvingo RDC,Masvingo,Masvingo North,2,Mazambara Secondary Sch,School,3,177,0,13,77,4,0,274,270
Masvingo RDC,Masvingo,Masvingo North,2,Nhangwi Primary School,School,3,110,1,16,91,7,0,228,221
Masvingo RDC,Masvingo,Masvingo North,3,Alvord Training Centre,hall,0,61,0,1,46,0,0,108,108
Masvingo RDC,Masvingo,Masvingo North,3,Govere Primary School,School,0,42,0,5,61,109,1,217,108
Masvingo RDC,Masvingo,Masvingo North,3,Makoholi Research Centre,hall,0,78,0,0,67,3,0,148,145
Masvingo RDC,Masvingo,Masvingo North,3,Rambamai Primary School,School,2,73,1,4,54,1,0,135,134
Masvingo RDC,Masvingo,Masvingo North,3,St Francis Primary School,School,2,72,0,4,53,3,0,134,131
Masvingo RDC,Masvingo,Masvingo North,3,St Stanslous Secondary Sch,School,4,166,0,3,84,8,0,265,257
Masvingo RDC,Masvingo,Masvingo North,3,St Theresa Primary School,School,2,30,0,1,26,1,0,60,59
Masvingo RDC,Masvingo,Masvingo North,4,Gundura Secondary School,School,1,44,0,0,26,0,0,71,71
Masvingo RDC,Masvingo,Masvingo North,4,Munatsi Primary School,School,1,73,0,2,18,1,0,95,94
Masvingo RDC,Masvingo,Masvingo North,4,Muzhwi Primary School,School,0,69,1,1,28,0,0,99,99
Masvingo RDC,Masvingo,Masvingo North,4,Zvinyaningwe Secondary S,School,0,35,1,0,15,1,0,52,51
Masvingo RDC,Masvingo,Masvingo North,6,Chidzikwe Primary School,School,7,520,1,8,93,12,0,641,629
Masvingo RDC,Masvingo,Masvingo North,6,Copota School of the blind,hall,0,59,0,0,41,0,0,100,100
Masvingo RDC,Masvingo,Masvingo North,6,Dott Farm,School,3,324,0,4,26,7,0,364,357
Masvingo RDC,Masvingo,Masvingo North,6,Gokomere Mission Primar,School,0,204,1,5,133,4,0,347,343
Masvingo RDC,Masvingo,Masvingo North,6,Heath Cote Farm,shed,7,164,0,2,29,3,0,205,202
Masvingo RDC,Masvingo,Masvingo North,6,Matova Primary School,School,3,218,0,1,59,6,0,287,281
Masvingo RDC,Masvingo,Masvingo North,6,Mushandike National Park,building,0,12,0,1,40,1,0,54,53
Masvingo RDC,Masvingo,Masvingo North,6,Mutsungwe Primary Schoo,School,3,239,1,1,26,6,0,276,270
Masvingo RDC,Masvingo,Masvingo North,6,Richmond Farm,farm hse,0,32,0,0,9,1,0,42,41
Masvingo RDC,Masvingo,Masvingo North,6,Rufaro Co-operative,shed,0,171,0,1,20,4,0,196,192
Masvingo RDC,Masvingo,Masvingo North,6,Zimuto Mission Secondary,School,0,26,0,0,83,1,0,110,109
Masvingo RDC,Masvingo,Masvingo North,8,Chikwanda Primary School,School,0,202,2,1,14,3,0,222,219
Masvingo RDC,Masvingo,Masvingo North,8,Farmers Hall(tent),tent,2,287,1,3,21,6,0,320,314
Masvingo RDC,Masvingo,Masvingo North,8,Mara Range Farm Shed,School,1,480,0,2,16,1,0,500,499
Masvingo RDC,Masvingo,Masvingo North,8,Mazare Primary School,School,0,71,0,0,16,2,0,89,87
Masvingo RDC,Masvingo,Masvingo North,8,Mutendi high School,School,4,145,0,3,26,4,0,182,178
Masvingo RDC,Masvingo,Masvingo North,8,Rippling Waters (tent),tent,4,211,0,2,13,6,0,236,230
Masvingo RDC,Masvingo,Masvingo North,8,Sanangwe Primary School,School,3,410,1,2,10,4,0,430,426
Masvingo RDC,Masvingo,Masvingo North,8,Zishumbe Primary School(,School,3,272,0,1,23,7,0,306,299
Masvingo RDC,Masvingo,Masvingo North,8,Zvido Primary School,School,0,327,1,2,6,3,0,339,336
Masvingo RDC,Masvingo,Masvingo North,13,Barahanga Primary School,School,8,306,1,7,43,8,0,373,365
Masvingo RDC,Masvingo,Masvingo North,13,Boroma Primary School,School,2,214,0,3,36,14,0,269,255
Masvingo RDC,Masvingo,Masvingo North,13,Chikarudzo Primary Schoo,School,1,165,0,2,80,0,0,248,248
Masvingo RDC,Masvingo,Masvingo North,13,Chikarudzo Secondary Sch,School,3,197,1,6,63,10,0,280,270
Masvingo RDC,Masvingo,Masvingo North,13,Gwana Primary School,School,1,197,2,9,83,8,0,300,292
Masvingo RDC,Masvingo,Masvingo North,13,Morgenster Mission Primar,School,5,213,1,13,277,9,0,518,509
Masvingo RDC,Masvingo,Masvingo North,14,Harawe Primary School,School,9,414,2,20,86,19,0,550,531
Masvingo RDC,Masvingo,Masvingo North,14,Mashonga Primary School,School,6,141,5,15,92,1,0,260,259
Masvingo RDC,Masvingo,Masvingo North,14,Rukovo Secondary School,School,2,129,3,11,85,5,0,235,230
Masvingo RDC,Masvingo,Masvingo North,14,Zano Primary School,School,23,296,7,32,167,13,0,538,525
Masvingo RDC,Masvingo,Masvingo North,32,Beza Primary School,School,1,201,0,4,24,1,0,231,230
Masvingo RDC,Masvingo,Masvingo North,32,Chevden Primary School,School,0,61,1,4,14,1,0,81,80
Masvingo RDC,Masvingo,Masvingo North,32,Kyle National Park Primar,School,0,36,0,1,24,0,0,61,61
Masvingo RDC,Masvingo,Masvingo North,32,Masvingo Trs College Hall,Hall,1,13,0,1,34,0,0,49,49
Masvingo RDC,Masvingo,Masvingo North,32,Mutimurefu Prison  (tent),tent,1,327,0,3,132,2,0,465,463
Masvingo RDC,Masvingo,Masvingo North,32,Wendedzo Primary School,School,1,516,1,4,96,2,0,620,618
Masvingo RDC,Masvingo,Masvingo South,23,Garai Primary School,School,1,196,3,13,129,9,0,351,342
Masvingo RDC,Masvingo,Masvingo South,23,Mavizhu Primary School,School,1,189,1,6,76,3,0,276,273
Masvingo RDC,Masvingo,Masvingo South,23,Rupike Irrigation Scheme,hall,2,245,0,4,78,5,0,334,329
Masvingo RDC,Masvingo,Masvingo South,23,Tugwane Secondary Schoo,School,6,288,2,10,164,7,0,477,470
Masvingo RDC,Masvingo,Masvingo South,24,Chitakai Primary School,School,8,261,3,14,75,12,0,373,361
Masvingo RDC,Masvingo,Masvingo South,24,Kuchakanya World Vision,hall,4,124,1,7,35,5,0,176,171
Masvingo RDC,Masvingo,Masvingo South,24,Marevesa hall,hall,4,252,4,14,121,9,0,404,395
Masvingo RDC,Masvingo,Masvingo South,24,Mudarikwa Secondary Sch,School,4,436,5,13,116,15,0,589,574
Masvingo RDC,Masvingo,Masvingo South,25,Mashapa Primary School,School,5,201,4,16,129,11,0,366,355
Masvingo RDC,Masvingo,Masvingo South,25,Muchibwa Hospital,hospital,4,141,3,7,65,17,0,237,220
Masvingo RDC,Masvingo,Masvingo South,25,Muchibwa Primary School,School,1,149,0,13,103,7,0,273,266
Masvingo RDC,Masvingo,Masvingo South,25,Nyajena Primary School,School,9,184,5,5,30,4,0,237,233
Masvingo RDC,Masvingo,Masvingo South,26,Chehudo Primary School,School,1,116,0,1,25,1,0,144,143
Masvingo RDC,Masvingo,Masvingo South,26,Madzivanyika Secondary S,School,2,339,1,11,118,11,0,482,471
Masvingo RDC,Masvingo,Masvingo South,26,Makumbe Primary School,School,5,368,3,19,71,8,0,474,466
Masvingo RDC,Masvingo,Masvingo South,26,Musvovi Primary School,School,5,204,0,10,54,7,0,280,273
Masvingo RDC,Masvingo,Masvingo South,26,Tagwirei Primary School,School,4,329,4,8,35,22,0,402,380
Masvingo RDC,Masvingo,Masvingo South,27,Fusira Primary School (A),School,5,302,2,9,48,10,0,376,366
Masvingo RDC,Masvingo,Masvingo South,27,Fusira Primary School (B),School,5,244,2,7,60,10,0,328,318
Masvingo RDC,Masvingo,Masvingo South,27,Mubagwashe DDF Camp(,hall,5,261,2,9,40,16,0,333,317
Masvingo RDC,Masvingo,Masvingo South,28,Magudu Secondary School,School,2,415,2,18,73,9,0,519,510
Masvingo RDC,Masvingo,Masvingo South,28,Nyamandi Primary School,School,10,428,12,18,75,11,0,554,543
Masvingo RDC,Masvingo,Masvingo South,28,Zorogwe Primary School,School,13,227,0,7,27,9,0,283,274
Masvingo RDC,Masvingo,Masvingo South,29,Chikuza Primary School,School,9,292,4,8,59,13,0,385,372
Masvingo RDC,Masvingo,Masvingo South,29,Magudu Primary School,School,10,352,2,18,64,19,0,465,446
Masvingo RDC,Masvingo,Masvingo South,29,Nyikavanhu Primary Sch (,School,12,428,2,15,91,14,0,562,548
Masvingo RDC,Masvingo,Masvingo South,29,Nyikavanhu Primary Sch (,School,6,355,1,5,85,6,0,458,452
Masvingo RDC,Masvingo,Masvingo South,29,Zvourongwe Primary Scho,School,3,251,0,3,13,7,0,277,270
Masvingo RDC,Masvingo,Masvingo South,30,Chisase Secondary School,School,3,320,7,3,22,17,0,372,355
Masvingo RDC,Masvingo,Masvingo South,30,Chiwawa Primary School,School,3,325,1,6,30,5,0,370,365
Masvingo RDC,Masvingo,Masvingo South,30,Nyajena Secondary School,School,3,474,1,5,84,20,0,587,567
Masvingo RDC,Masvingo,Masvingo South,30,Tokwane - Ngundu Primar,School,2,365,2,5,46,13,0,433,420
Masvingo RDC,Masvingo,Masvingo South,30,Tokwe Mukosi Dam (tent),tent,0,364,1,1,31,9,0,406,397
Masvingo RDC,Masvingo,Masvingo South,35,Nyabata Secondary School,School,0,72,0,6,287,4,0,369,365
Masvingo RDC,Masvingo,Masvingo South,35,Renco Mine Hall,hall,1,170,1,12,358,9,0,551,542
Masvingo RDC,Masvingo,Masvingo South,35,Renco Mine Primary Schoo,School,0,57,2,5,300,5,0,369,364
Masvingo RDC,Masvingo,Masvingo West,5,Bere Secondary School,School,2,158,0,3,125,5,0,293,288
Masvingo RDC,Masvingo,Masvingo West,5,Gaths Mine Hall,hall,2,208,0,5,235,11,0,461,450
Masvingo RDC,Masvingo,Masvingo West,5,Gaths Mine Sub Office,sub office,0,73,1,3,203,6,0,286,280
Masvingo RDC,Masvingo,Masvingo West,5,Mashava Primary School,School,0,142,1,4,157,6,0,310,304
Masvingo RDC,Masvingo,Masvingo West,5,Temeraire Primary School,School,0,110,0,4,160,9,0,283,274
Masvingo RDC,Masvingo,Masvingo West,5,Temeraire Secondary Scho,School,0,79,1,5,190,3,0,278,275
Masvingo RDC,Masvingo,Masvingo West,7,Bushmead Primary,School,0,89,0,7,51,2,0,149,147
Masvingo RDC,Masvingo,Masvingo West,7,Nemanwa Primary School,School,1,171,0,2,50,6,0,230,224
Masvingo RDC,Masvingo,Masvingo West,7,Nyanda Primary School,School,2,97,0,1,24,4,0,128,124
Masvingo RDC,Masvingo,Masvingo West,7,Sale Camp Primary,School,1,191,1,1,19,5,0,218,213
Masvingo RDC,Masvingo,Masvingo West,7,Sikato Primary,School,0,123,1,4,65,5,0,198,193
Masvingo RDC,Masvingo,Masvingo West,9,Boss Mine Primary School,School,1,353,1,5,63,4,0,427,423
Masvingo RDC,Masvingo,Masvingo West,9,Mhungudza Primary Schoo,School,11,751,1,23,131,31,0,948,917
Masvingo RDC,Masvingo,Masvingo West,9,Zvehuru Primary School,School,4,434,1,5,74,10,0,528,518
Masvingo RDC,Masvingo,Masvingo West,10,Bhati B/C (tent),tent,0,189,0,7,106,9,0,311,302
Masvingo RDC,Masvingo,Masvingo West,10,Bondolfi Mission Primary,School,1,169,0,1,98,2,0,271,269
Masvingo RDC,Masvingo,Masvingo West,10,Coronation Primary School,School,3,333,0,4,59,2,0,401,399
Masvingo RDC,Masvingo,Masvingo West,10,Gwengavi Primary School,School,5,432,2,8,121,11,0,579,568
Masvingo RDC,Masvingo,Masvingo West,10,Mukonde Primary School,School,7,327,1,11,126,6,0,478,472
Masvingo RDC,Masvingo,Masvingo West,11,Chibaya Primary School,School,3,98,0,2,37,3,0,143,140
Masvingo RDC,Masvingo,Masvingo West,11,Chibaya Secondary School,School,0,48,0,3,32,1,0,84,83
Masvingo RDC,Masvingo,Masvingo West,11,Mafuba Primary School (,School,1,157,1,3,53,6,0,221,215
Masvingo RDC,Masvingo,Masvingo West,11,Munongo Primary School,School,1,132,1,17,134,16,0,301,285
Masvingo RDC,Masvingo,Masvingo West,11,Sipambi Training Cente,School,2,137,0,4,75,4,0,222,218
Masvingo RDC,Masvingo,Masvingo West,12,Charumbira Primary Schoo,School,3,71,0,11,151,2,0,238,236
Masvingo RDC,Masvingo,Masvingo West,12,Chirichoga Secondary Sch,School,5,521,1,33,300,25,0,885,860
Masvingo RDC,Masvingo,Masvingo West,12,Mudavanhu Secondary Sch,School,3,228,1,11,205,7,0,455,448
Masvingo RDC,Masvingo,Masvingo West,12,Mudhenge Primary School,School,4,97,0,16,97,6,0,220,214
Masvingo RDC,Masvingo,Masvingo West,12,Nemazuwa Primary School,School,9,510,5,20,165,13,,722,709
Masvingo RDC,Masvingo,Masvingo West,21,Bangomwe Primary School,School,1,111,0,6,45,1,0,164,163
Masvingo RDC,Masvingo,Masvingo West,21,Gwira Primary School,School,0,50,0,0,16,2,0,68,66
Masvingo RDC,Masvingo,Masvingo West,21,Mukosi Secondary School,School,0,40,0,0,26,1,0,67,66
Masvingo RDC,Masvingo,Masvingo West,21,Mushawasha West Second,School,2,146,0,7,71,3,0,229,226
Masvingo RDC,Masvingo,Masvingo West,21,Ngomahuru Primary Schoo,School,0,165,1,5,147,2,0,320,318
Masvingo RDC,Masvingo,Masvingo West,21,Nyamafufu Primary School,School,1,72,0,0,18,0,0,91,91
Masvingo RDC,Masvingo,Masvingo West,21,St Damion Vuramba Prima,School,0,56,0,1,34,1,0,92,91
Masvingo RDC,Masvingo,Masvingo West,33,King Mine Hall,hall,0,165,0,10,245,0,0,420,420
Masvingo RDC,Masvingo,Masvingo West,33,King Mine Primary School,School,1,102,0,6,173,4,0,286,282
Masvingo RDC,Masvingo,Masvingo West,33,Lennox Mine Hall,hall,0,61,0,0,145,4,0,210,206
Masvingo RDC,Masvingo,Masvingo West,33,Pavillion Westonlee,hall,0,43,0,2,84,0,0,129,129
Masvingo RDC,Masvingo,Masvingo West,33,Peter Farm,shed,0,230,1,3,26,3,0,263,260
Masvingo RDC,Masvingo,Masvingo West,33,Zvamahande Primary Scho,School,4,246,0,4,39,3,0,296,293
Mwenezi RDC,Mwenezi,Mwenezi East,2,Matande Primary Sch,School,11,399,3,11,98,16,0,538,522
Mwenezi RDC,Mwenezi,Mwenezi East,2,Negari Primary Sch,School,5,308,1,10,89,11,0,424,413
Mwenezi RDC,Mwenezi,Mwenezi East,2,Rata Primary Sch,School,6,420,3,16,138,4,0,587,583
Mwenezi RDC,Mwenezi,Mwenezi East,3,Matibi Mission,School,9,258,2,16,82,10,0,377,367
Mwenezi RDC,Mwenezi,Mwenezi East,3,Murawi Primary Sch,School,5,323,2,12,70,3,0,415,412
Mwenezi RDC,Mwenezi,Mwenezi East,3,Musaverima Primary Sch,School,5,271,0,10,73,8,0,367,359
Mwenezi RDC,Mwenezi,Mwenezi East,3,Ruzambu Primary Sch,School,7,262,2,9,80,6,0,366,360
Mwenezi RDC,Mwenezi,Mwenezi East,3,Shazhaume Primary Sch,School,8,304,0,5,62,6,0,385,379
Mwenezi RDC,Mwenezi,Mwenezi East,4,Hebron Primary Sch,School,1,320,0,4,33,3,0,361,358
Mwenezi RDC,Mwenezi,Mwenezi East,4,Makawire Primary Sch,School,0,382,1,7,53,9,0,452,443
Mwenezi RDC,Mwenezi,Mwenezi East,4,Mawarire Primary Sch,School,2,367,0,5,38,5,0,417,412
Mwenezi RDC,Mwenezi,Mwenezi East,4,Murove Health Center,Clinic,0,262,1,2,49,7,0,321,314
Mwenezi RDC,Mwenezi,Mwenezi East,4,Pambe Primary Sch,School,3,279,2,11,45,12,0,352,340
Mwenezi RDC,Mwenezi,Mwenezi East,5,Chikadzi Primary School,School,10,278,3,9,97,29,0,426,397
Mwenezi RDC,Mwenezi,Mwenezi East,5,Chingami Primary Sch,School,6,300,2,16,137,10,0,471,461
Mwenezi RDC,Mwenezi,Mwenezi East,5,Mwenezi Sec Sch,School,8,353,0,13,210,19,0,603,584
Mwenezi RDC,Mwenezi,Mwenezi East,5,Neshuro Sec Sch,School,7,608,5,17,162,18,0,817,799
Mwenezi RDC,Mwenezi,Mwenezi East,5,Zvirikure Primary Sch,School,6,212,0,6,55,15,0,294,279
Mwenezi RDC,Mwenezi,Mwenezi East,6,Chikwalakwala Primary Sc,School,4,286,0,1,10,11,0,312,301
Mwenezi RDC,Mwenezi,Mwenezi East,6,Gwamatenga Primary Scho,School,9,321,0,0,19,9,0,358,349
Mwenezi RDC,Mwenezi,Mwenezi East,6,Mabhare Primary Sch,School,5,225,0,2,21,8,0,261,253
Mwenezi RDC,Mwenezi,Mwenezi East,6,Mwenezana Primary Sch,School,3,245,0,4,26,4,0,282,278
Mwenezi RDC,Mwenezi,Mwenezi East,7,Chizumba Primary Sch,School,10,480,3,8,43,37,0,581,544
Mwenezi RDC,Mwenezi,Mwenezi East,7,Chomukamba Primary Sch,School,9,212,1,12,40,6,0,280,274
Mwenezi RDC,Mwenezi,Mwenezi East,7,Mushava Primary Sch,School,9,416,2,24,113,25,0,589,564
Mwenezi RDC,Mwenezi,Mwenezi East,7,Sarahuru Primary Sch,School,6,391,1,3,32,12,0,445,433
Mwenezi RDC,Mwenezi,Mwenezi East,13,Bemberero Pry School,School,1,256,0,0,9,1,0,267,266
Mwenezi RDC,Mwenezi,Mwenezi East,13,Chemhara Primary Sch,School,3,290,0,1,4,11,0,309,298
Mwenezi RDC,Mwenezi,Mwenezi East,13,Chikokoko Primary Sch,School,1,121,0,0,8,2,0,132,130
Mwenezi RDC,Mwenezi,Mwenezi East,13,Chiumburu Primary Sch,School,6,371,0,0,3,0,0,380,380
Mwenezi RDC,Mwenezi,Mwenezi East,13,Damarakanaka Clinic,School,4,150,0,0,3,5,0,162,157
Mwenezi RDC,Mwenezi,Mwenezi East,13,Farai Primary Sch,School,2,354,0,2,8,7,0,373,366
Mwenezi RDC,Mwenezi,Mwenezi East,13,Guramatunhu Primary Sch,School,2,504,1,3,22,5,0,537,532
Mwenezi RDC,Mwenezi,Mwenezi East,13,Marirangwe Primary Sch,School,8,399,1,2,14,8,0,432,424
Mwenezi RDC,Mwenezi,Mwenezi East,13,Masakwe Primary School,School,6,428,2,1,9,8,0,454,446
Mwenezi RDC,Mwenezi,Mwenezi East,13,Masimba Primary Sch,School,3,603,3,1,12,2,0,624,622
Mwenezi RDC,Mwenezi,Mwenezi East,13,Mucheni Primary Sch,School,3,556,0,1,20,5,0,585,580
Mwenezi RDC,Mwenezi,Mwenezi East,13,Mukume Primary Sch,School,10,605,4,0,12,19,0,650,631
Mwenezi RDC,Mwenezi,Mwenezi East,13,Mupapa Section 65 Primar,School,4,467,1,13,77,14,0,576,562
Mwenezi RDC,Mwenezi,Mwenezi East,13,Petronela Primary Sch,School,0,413,0,3,16,5,0,437,432
Mwenezi RDC,Mwenezi,Mwenezi East,13,Rusaza Primary Sch,School,5,576,0,2,15,8,0,606,598
